Code,Description,Last Updated
4158019,Infestation by Gasterophilus haemorrhoidalis,09-12-2025
4159010,Microcephalus,09-12-2025
4159010,Microcephalus,09-12-2025
4160017,Microcephaly,09-12-2025
4160017,Microcephaly,09-12-2025
4161018,Micrencephaly,09-12-2025
4161018,Micrencephaly,09-12-2025
4162013,Nanocephaly,09-12-2025
4162013,Nanocephaly,09-12-2025
4163015,Open reduction of open sacral fracture,09-12-2025
4163015,Open reduction of open sacral fracture,09-12-2025
4164014,Social interaction encouragement by nurse,09-12-2025
4164014,Social interaction encouragement by nurse,09-12-2025
4165010,Bulbar conjunctiva,09-12-2025
4165010,Bulbar conjunctiva,09-12-2025
4166011,Phacoanaphylactic endophthalmitis,09-12-2025
4166011,Phacoanaphylactic endophthalmitis,09-12-2025
4168012,Necrosis of pancreas,09-12-2025
4168012,Necrosis of pancreas,09-12-2025
4169016,Pancreatic necrosis,09-12-2025
4169016,Pancreatic necrosis,09-12-2025
4170015,Excision of diverticulum of ventricle of heart,09-12-2025
4170015,Excision of diverticulum of ventricle of heart,09-12-2025
4171016,Poisoning by metaproterenol,09-12-2025
4171016,Poisoning by metaproterenol,09-12-2025
4172011,Poisoning by orciprenaline,09-12-2025
4172011,Poisoning by orciprenaline,09-12-2025
4173018,Human rhinovirus,09-12-2025
4173018,Human rhinovirus,09-12-2025
4174012,"Human rhinovirus, NOS",09-12-2025
4175013,Actinobacillus ureae,09-12-2025
4176014,Pasteurella ureae,09-12-2025
4176014,Pasteurella ureae,09-12-2025
4177017,Arrector pili muscles,09-12-2025
4177017,Arrector pili muscles,09-12-2025
4178010,Rumanian Orthodox Church,09-12-2025
4179019,Diphemanil,09-12-2025
4179019,Diphemanil,09-12-2025
4180016,Diffuse secondary atrophy of choroid,09-12-2025
4180016,Diffuse secondary atrophy of choroid,09-12-2025
4181017,Plication of ligament,09-12-2025
4181017,Plication of ligament,09-12-2025
4182012,Paraparesis,09-12-2025
4182012,Paraparesis,09-12-2025
4183019,Opisthorchis felineus,09-12-2025
4184013,Cat liver fluke,09-12-2025
4184013,Cat liver fluke,09-12-2025
4185014,Opisthorchis tenuicollis,09-12-2025
4186010,Endophthalmitis,09-12-2025
4186010,Endophthalmitis,09-12-2025
4187018,"Endophthalmitis, NOS",09-12-2025
4188011,Poisoning by gaseous anesthetic,09-12-2025
4188011,Poisoning by gaseous anesthetic,09-12-2025
4189015,"Poisoning by gaseous anesthetic, NOS",09-12-2025
4190012,Pharyngeal recess,09-12-2025
4190012,Pharyngeal recess,09-12-2025
4191011,Fossa of Rosenmüller,09-12-2025
4192016,Fossa of Rosenmuller,09-12-2025
4193014,Retired procedure,09-12-2025
4193014,Retired procedure,09-12-2025
4194015,Anisotremus virginicus,09-12-2025
4195019,Porkfish,09-12-2025
4196018,Injury of abducens nerve,09-12-2025
4197010,Injury of sixth cranial nerve,09-12-2025
4198017,Suprahyoid muscles,09-12-2025
4198017,Suprahyoid muscles,09-12-2025
4199013,Incision of nose,09-12-2025
4199013,Incision of nose,09-12-2025
4200011,"Incision of nose, NOS",09-12-2025
4201010,"Rhinotomy, NOS",09-12-2025
4202015,Rhinotomy,09-12-2025
4202015,Rhinotomy,09-12-2025
4203013,Developmental academic disorder,09-12-2025
4203013,Developmental academic disorder,09-12-2025
4204019,"Developmental academic disorder, NOS",09-12-2025
4204019,"Developmental academic disorder, NOS",09-12-2025
4205018,"Academic skill disorder, NOS",09-12-2025
4205018,"Academic skill disorder, NOS",09-12-2025
4206017,"Learning disorder, NOS",09-12-2025
4206017,"Learning disorder, NOS",09-12-2025
4207014,Academic skill disorder,09-12-2025
4207014,Academic skill disorder,09-12-2025
4208016,Learning disorder,09-12-2025
4208016,Learning disorder,09-12-2025
4209012,Accessory nose,09-12-2025
4209012,Accessory nose,09-12-2025
4210019,Gestational rubella syndrome,09-12-2025
4210019,Gestational rubella syndrome,09-12-2025
4211015,Gregg's syndrome,09-12-2025
4212010,Congenital rubella,09-12-2025
4212010,Congenital rubella,09-12-2025
4213017,Infection by Stilesia globipunctata,09-12-2025
4214011,Removal of foreign body from tendon of hand,09-12-2025
4214011,Removal of foreign body from tendon of hand,09-12-2025
4215012,Fluid volume disorder,09-12-2025
4215012,Fluid volume disorder,09-12-2025
4216013,"Fluid volume disorder, NOS",09-12-2025
4217016,Anesthesia for closed procedure on humerus and elbow,09-12-2025
4217016,Anesthesia for closed procedure on humerus and elbow,09-12-2025
4219018,Thoracic phlebectomy,09-12-2025
4219018,Thoracic phlebectomy,09-12-2025
4221011,Gyraulus prashadi,09-12-2025
4222016,Impaired intestinal protein absorption,09-12-2025
4222016,Impaired intestinal protein absorption,09-12-2025
4223014,Bilateral nephrectomy,09-12-2025
4223014,Bilateral nephrectomy,09-12-2025
4223014,Bilateral nephrectomy,09-12-2025
4224015,Amblyopsis rosae,09-12-2025
4224015,Amblyopsis rosae,09-12-2025
4225019,Ozark cavefish,09-12-2025
4226018,Removal of foreign body from brain,09-12-2025
4226018,Removal of foreign body from brain,09-12-2025
4227010,"Removal of foreign body from brain, NOS",09-12-2025
4228017,Rupture of sphincter of pupil,09-12-2025
4228017,Rupture of sphincter of pupil,09-12-2025
4229013,Insertion of halo device of skull with synchronous skeletal traction,09-12-2025
4229013,Insertion of halo device of skull with synchronous skeletal traction,09-12-2025
4230015,Repair of aneurysm of coronary artery,09-12-2025
4230015,Repair of aneurysm of coronary artery,09-12-2025
4231016,Suture of male perineum,09-12-2025
4231016,Suture of male perineum,09-12-2025
4232011,Musca larvipara,09-12-2025
4233018,Promontory lymph node,09-12-2025
4233018,Promontory lymph node,09-12-2025
4234012,Haemophilus piscium,09-12-2025
4234012,Haemophilus piscium,09-12-2025
4235013,Recession of prognathic jaw,09-12-2025
4235013,Recession of prognathic jaw,09-12-2025
4236014,Correction of mandibular prognathism,09-12-2025
4236014,Correction of mandibular prognathism,09-12-2025
4237017,Prognathic recession,09-12-2025
4237017,Prognathic recession,09-12-2025
4238010,Erythronium,09-12-2025
4238010,Erythronium,09-12-2025
4239019,"Erythronium, NOS",09-12-2025
4240017,Dogtooth violet,09-12-2025
4240017,Dogtooth violet,09-12-2025
4241018,Hexachlorophene,09-12-2025
4241018,Hexachlorophene,09-12-2025
4241018,Hexachlorophene,09-12-2025
4242013,Fluorescent antigen measurement,09-12-2025
4242013,Fluorescent antigen measurement,09-12-2025
4243015,"Fluorescent antigen measurement, NOS",09-12-2025
4244014,Feed analysis for acid insoluble ash,09-12-2025
4244014,Feed analysis for acid insoluble ash,09-12-2025
4245010,Feed analysis for ash,09-12-2025
4245010,Feed analysis for ash,09-12-2025
4246011,Increased nutritional requirement,09-12-2025
4246011,Increased nutritional requirement,09-12-2025
4247019,Antibody-mediated lympholysis,09-12-2025
4247019,Antibody-mediated lympholysis,09-12-2025
4248012,Piper,09-12-2025
4248012,Piper,09-12-2025
4248012,Piper,09-12-2025
4249016,"Piper, NOS",09-12-2025
4250016,Molar pregnancy with choriocarcinoma,09-12-2025
4250016,Molar pregnancy with choriocarcinoma,09-12-2025
4251017,Molar pregnancy with chorioepithelioma,09-12-2025
4251017,Molar pregnancy with chorioepithelioma,09-12-2025
4252012,Molar pregnancy with chorionepithelioma,09-12-2025
4252012,Molar pregnancy with chorionepithelioma,09-12-2025
4253019,Trichophyton mentagrophytes var. erinacei,09-12-2025
4254013,Trichophyton erinacei,09-12-2025
4255014,Verdohemoglobin,09-12-2025
4255014,Verdohemoglobin,09-12-2025
4256010,Verdohaemoglobin,09-12-2025
4256010,Verdohaemoglobin,09-12-2025
4257018,Choleglobin,09-12-2025
4257018,Choleglobin,09-12-2025
4258011,Permethrin,09-12-2025
4258011,Permethrin,09-12-2025
4259015,Permanone,09-12-2025
4259015,Permanone,09-12-2025
4260013,Salmonella wingrove,09-12-2025
4260013,Salmonella wingrove,09-12-2025
4260013,Salmonella wingrove,09-12-2025
4261012,"Patient transfer, in-hospital, unit-to-unit",09-12-2025
4261012,"Patient transfer, in-hospital, unit-to-unit",09-12-2025
4262017,Retired procedure,09-12-2025
4262017,Retired procedure,09-12-2025
4263010,Functional enuresis,09-12-2025
4264016,"Functional enuresis, NOS",09-12-2025
4264016,"Functional enuresis, NOS",09-12-2025
4265015,"Enuresis, NOS",09-12-2025
4265015,"Enuresis, NOS",09-12-2025
4266019,Star figure at the macula,09-12-2025
4266019,Star figure at the macula,09-12-2025
4267011,Macular star,09-12-2025
4267011,Macular star,09-12-2025
4268018,Joint of upper extremity,09-12-2025
4268018,Joint of upper extremity,09-12-2025
4269014,"Joint of upper extremity, NOS",09-12-2025
4270010,Notropis formosus,09-12-2025
4271014,Beautiful shiner,09-12-2025
4271014,Beautiful shiner,09-12-2025
4272019,Musculophrenic veins,09-12-2025
4273012,Ectopic breast tissue,09-12-2025
4273012,Ectopic breast tissue,09-12-2025
4274018,Heterotopic breast tissue,09-12-2025
4274018,Heterotopic breast tissue,09-12-2025
4275017,Amsinckia species poisoning,09-12-2025
4275017,Amsinckia species poisoning,09-12-2025
4275017,Amsinckia species poisoning,09-12-2025
4276016,Infantile pustular dermatosis of puppies,09-12-2025
4276016,Infantile pustular dermatosis of puppies,09-12-2025
4277013,Autosomal hereditary disorder,09-12-2025
4277013,Autosomal hereditary disorder,09-12-2025
4278015,"Autosomal hereditary disorder, NOS",09-12-2025
4279011,Chromis cyaneus,09-12-2025
4279011,Chromis cyaneus,09-12-2025
4280014,Blue chromis,09-12-2025
4280014,Blue chromis,09-12-2025
4281013,Dorsal sac of rumen,09-12-2025
4281013,Dorsal sac of rumen,09-12-2025
4282018,Skin of external ear,09-12-2025
4282018,Skin of external ear,09-12-2025
4283011,"Skin of external ear, NOS",09-12-2025
4284017,Infestation by Psorergates ovis,09-12-2025
4285016,Itch mite infestation,09-12-2025
4285016,Itch mite infestation,09-12-2025
4286015,Galactoside 3-fucosyltransferase,09-12-2025
4286015,Galactoside 3-fucosyltransferase,09-12-2025
4287012,Lewis-negative alpha-3-fucosyltransferase,09-12-2025
4288019,Retired procedure,09-12-2025
4288019,Retired procedure,09-12-2025
4289010,"Insertion of prosthesis or prosthetic device of arm, bioelectric or cineplastic",09-12-2025
4289010,"Insertion of prosthesis or prosthetic device of arm, bioelectric or cineplastic",09-12-2025
4290018,Implantation of prosthetic device of arm,09-12-2025
4290018,Implantation of prosthetic device of arm,09-12-2025
4291019,Insertion of prosthesis or prosthetic device of upper extremity,09-12-2025
4291019,Insertion of prosthesis or prosthetic device of upper extremity,09-12-2025
4292014,Bifurcation of bone,09-12-2025
4292014,Bifurcation of bone,09-12-2025
4293016,"Bifurcation of bone, NOS",09-12-2025
4294010,"von Willebrand disease, type IIC",09-12-2025
4295011,Impairment level: better eye: severe impairment: lesser eye: near-total impairment,09-12-2025
4295011,Impairment level: better eye: severe impairment: lesser eye: near-total impairment,09-12-2025
4296012,Impairment level: better eye: severe impairment; lesser eye: near-total impairment,09-12-2025
4297015,Ear,09-12-2025
4297015,Ear,09-12-2025
4298013,"Ear, NOS",09-12-2025
4299017,Vestibulocochlear organ,09-12-2025
4299017,Vestibulocochlear organ,09-12-2025
4301012,Fall,09-12-2025
4301012,Fall,09-12-2025
4302017,"Fall, NOS",09-12-2025
4303010,Renal glucosuria,09-12-2025
4303010,Renal glucosuria,09-12-2025
4304016,"Renal glucosuria, NOS",09-12-2025
4305015,"Renal glycosuria, NOS",09-12-2025
4306019,Familial renal glucosuria,09-12-2025
4307011,Renal glycosuria,09-12-2025
4308018,von Willebrand factor inhibitor,09-12-2025
4309014,Antibody to von Willebrand factor,09-12-2025
4310016,Opalina spiralis,09-12-2025
4311017,Boroglycerin,09-12-2025
4311017,Boroglycerin,09-12-2025
4312012,"Patient discharge, deceased, medicolegal case",09-12-2025
4312012,"Patient discharge, deceased, medicolegal case",09-12-2025
4313019,Suprarenal aorta,09-12-2025
4313019,Suprarenal aorta,09-12-2025
4314013,Egyptians,09-12-2025
4315014,Clay-colored sparrow,09-12-2025
4315014,Clay-colored sparrow,09-12-2025
4316010,Salmonella donna,09-12-2025
4316010,Salmonella donna,09-12-2025
4316010,Salmonella donna,09-12-2025
4317018,Congenital absence of urethra,09-12-2025
4317018,Congenital absence of urethra,09-12-2025
4318011,Retired procedure,09-12-2025
4318011,Retired procedure,09-12-2025
4319015,Hepaticotomy with drainage,09-12-2025
4319015,Hepaticotomy with drainage,09-12-2025
4320014,Subcutaneous tissue function,09-12-2025
4320014,Subcutaneous tissue function,09-12-2025
4321013,"Subcutaneous tissue function, NOS",09-12-2025
4322018,Osteopetrosis,09-12-2025
4322018,Osteopetrosis,09-12-2025
4323011,"Osteopetrosis, NOS",09-12-2025
4324017,Left elbow,09-12-2025
4324017,Left elbow,09-12-2025
4325016,Coryphaena hippurus,09-12-2025
4326015,"Malignant lymphoma, non-Hodgkin's",09-12-2025
4327012,"Malignant lymphoma, non-Hodgkin's, NOS",09-12-2025
4328019,"Non-Hodgkin's lymphoma, NOS",09-12-2025
4329010,Non-Hodgkin's lymphoma,09-12-2025
4330017,Tadpole edema virus T16,09-12-2025
4330017,Tadpole edema virus T16,09-12-2025
4331018,Hansenula anomala,09-12-2025
4332013,Primary taste disorder,09-12-2025
4332013,Primary taste disorder,09-12-2025
4333015,Chorda tympani disorder,09-12-2025
4334014,Neurologic unpleasant taste,09-12-2025
4335010,Parageusia,09-12-2025
4336011,Dysgeusia,09-12-2025
4337019,Perversion of sense of taste,09-12-2025
4338012,Adverse taste perception,09-12-2025
4340019,"Liver and stomach preparation, NOS",09-12-2025
4341015,Salmonella ridge,09-12-2025
4341015,Salmonella ridge,09-12-2025
4341015,Salmonella ridge,09-12-2025
4342010,Chickadee,09-12-2025
4342010,Chickadee,09-12-2025
4343017,"Chickadee, NOS",09-12-2025
4345012,Surgical repair of extraocular muscle,09-12-2025
4345012,Surgical repair of extraocular muscle,09-12-2025
4346013,"Surgical repair of extraocular muscle, NOS",09-12-2025
4347016,"Emotional AND/OR mental disease in mother complicating pregnancy, childbirth AND/OR puerperium",09-12-2025
4348014,"Emotional or mental disease in mother complicating pregnancy, childbirth or puerperium",09-12-2025
4349018,Abnormal vascular flow,09-12-2025
4349018,Abnormal vascular flow,09-12-2025
4350018,Anomalous vascular flow,09-12-2025
4350018,Anomalous vascular flow,09-12-2025
4351019,Abnormal blood flow,09-12-2025
4351019,Abnormal blood flow,09-12-2025
4352014,"Immunoglobulin, GM>21< allotype",09-12-2025
4353016,Silk cloth,09-12-2025
4353016,Silk cloth,09-12-2025
4354010,Body temperature,09-12-2025
4354010,Body temperature,09-12-2025
4355011,"Body temperature, NOS",09-12-2025
4356012,Thermoregulation,09-12-2025
4356012,Thermoregulation,09-12-2025
4357015,Disorder of laterality,09-12-2025
4358013,Left-right confusion,09-12-2025
4358013,Left-right confusion,09-12-2025
4359017,Allochiria,09-12-2025
4359017,Allochiria,09-12-2025
4360010,Coagulation factor X Patient variant,09-12-2025
4361014,Allergic asthma with stated cause,09-12-2025
4361014,Allergic asthma with stated cause,09-12-2025
4362019,Tamiasciurus,09-12-2025
4363012,"Tamiasciurus, NOS",09-12-2025
4364018,Red squirrel,09-12-2025
4364018,Red squirrel,09-12-2025
4365017,"Salmonella IV, group R",09-12-2025
4365017,"Salmonella IV, group R",09-12-2025
4366016,"Salmonella IV, group R, NOS",09-12-2025
4367013,"Salmonella IV 44:g,z51:--",09-12-2025
4368015,Acute effusive pericarditis,09-12-2025
4368015,Acute effusive pericarditis,09-12-2025
4369011,Acute bloody pericarditis,09-12-2025
4370012,Drainage of abscess of nasal septum,09-12-2025
4370012,Drainage of abscess of nasal septum,09-12-2025
4371011,Fixation of nictitating membrane,09-12-2025
4371011,Fixation of nictitating membrane,09-12-2025
4372016,Axenfeld's anomaly,09-12-2025
4373014,Posterior embryotoxon,09-12-2025
4373014,Posterior embryotoxon,09-12-2025
4374015,Congenital deficiency of pigment of skin,09-12-2025
4374015,Congenital deficiency of pigment of skin,09-12-2025
4375019,"Congenital deficiency of pigment of skin, NOS",09-12-2025
4376018,Dilated cardiomyopathy secondary to toxic reaction,09-12-2025
4376018,Dilated cardiomyopathy secondary to toxic reaction,09-12-2025
4377010,Preauricular dimple,09-12-2025
4377010,Preauricular dimple,09-12-2025
4378017,Congenital preauricular pit,09-12-2025
4378017,Congenital preauricular pit,09-12-2025
4379013,Buclizine hydrochloride,09-12-2025
4379013,Buclizine hydrochloride,09-12-2025
4380011,Salmonella hydra,09-12-2025
4380011,Salmonella hydra,09-12-2025
4380011,Salmonella hydra,09-12-2025
4381010,Grafting of bone of thumb with transfer of skin flap,09-12-2025
4381010,Grafting of bone of thumb with transfer of skin flap,09-12-2025
4382015,Encephalartos species poisoning,09-12-2025
4382015,Encephalartos species poisoning,09-12-2025
4384019,"Operation on carotid body, NOS",09-12-2025
4385018,Chronic polyarticular juvenile rheumatoid arthritis,09-12-2025
4385018,Chronic polyarticular juvenile rheumatoid arthritis,09-12-2025
4386017,Dike,09-12-2025
4386017,Dike,09-12-2025
4387014,Paroxysmal nocturnal hemoglobinuria,09-12-2025
4387014,Paroxysmal nocturnal hemoglobinuria,09-12-2025
4388016,Marchiafava-Micheli syndrome,09-12-2025
4389012,PNH,09-12-2025
4389012,PNH,09-12-2025
4390015,Paroxysmal noctural hemoglobinuria,09-12-2025
4391016,Metabolic laminitis,09-12-2025
4391016,Metabolic laminitis,09-12-2025
4392011,Normal skin pH,09-12-2025
4393018,Central block anesthesia,09-12-2025
4393018,Central block anesthesia,09-12-2025
4394012,Longitudinal absence of radius AND ulna,09-12-2025
4395013,Longitudinal absence of radius and ulna,09-12-2025
4396014,Distal phocomelia of upper limb,09-12-2025
4396014,Distal phocomelia of upper limb,09-12-2025
4397017,Engaged in jogging,09-12-2025
4397017,Engaged in jogging,09-12-2025
4398010,Amsacta moorei entomopoxvirus,09-12-2025
4399019,Lepidoptera entomopoxvirus,09-12-2025
4399019,Lepidoptera entomopoxvirus,09-12-2025
4400014,Iodine-induced hyperthyroidism,09-12-2025
4400014,Iodine-induced hyperthyroidism,09-12-2025
4401013,"Iodine-induced hyperthyroidism, NOS",09-12-2025
4402018,"Iodide-induced hyperthyroidism, NOS",09-12-2025
